id,source_id,pattern,codemix_context,codemix_question,codemix_answer,hallucinated_answer,is_hallucinated,raw_response
bengali-5537428330858923345-4::comprehension,bengali-5537428330858923345-4,comprehension,Rokter prodhan upadan duiti. Jotha: (k) ojoib podartho (kh) joib podartho,Rokter prodhan koyti upadan thake?,duiti,chariti প্রধান upadan thake.,no,no
bengali-8858032480103139171-13::factualness,bengali-8858032480103139171-13,factualness,"Bruce podok - 1938. Royal Astronomical Society-r shornopodok - 1940. Medal of Merit, dur pallar kheponastro bishoye gobeshonar jonno - 1946",Dur pallar kheponastro bishoye gobeshonar jonno Edwin Hubble kon purashkar pan?,Medal of Merit,Edwin Hubble dur pallar kheponastro gobeshonar jonno Bruce podok pan.,no,no
bengali--3048309074162424193-23::comprehension,bengali--3048309074162424193-23,comprehension,"Bangla sahitye potrokar kabyorochona prothom dekha jay Birangana kabye. 1862 sale ei grontho rochito o prokashito hoy. Dushmonter proti Shokuntola, Somer proti Tara, Dwarakanather proti Rukmini, Dasharather proti Koikeyi, Lokkhoner proti Suparnokha, Arjuner proti Droupodi, Duryodhoner proti Bhanumoti, Joydrother proti Duhshola, Shantonur proti Jahnobi, Purubar proti Urboshi, Nildhojer proti Jona— ei 11ti potrorupi kobita niye kabyogronthoti rochito. Madhusudan tar kabye ei narider puran-porichitir mule aghat korechen. Tini manobik onuvutir aloke nari-hridoyer kothokothay byokto kor","Michael Madhusudan Dutta koto sale ""Birangona"" kabyagranthoti rochona koren?",862,1861 shale rochona koren.,yes,yes
bengali--2499563960676662329-1::comprehension,bengali--2499563960676662329-1,comprehension,Guru Nanak 1469 saler 15i April Lahore-er nikote obosthito Rai Bhoy Ki Talbandi grame ek Hindu poribare jonmogrohon koren. Bortomane ei sthanti Pakistan-er Nankana Sahib name porichito.[7][8] Tar babar nam chilo Mehta Kalyan Das Bedi ebong matar nam chilo Tripta Devi.[9] Mehta Kalyan Das Bedi ekjon patowari chilen jini gramer Muslim jomidar Rai Bullar-er odhine chakri korten.[10],Guru Nanoker babar nam ki?,Mehta Kalyan Das Bedi,Guru Nanoker baba chhilen Rai Bullar.,yes,yes
bengali-2055139326411802416-1::specificity,bengali-2055139326411802416-1,specificity,"Prachir bestito ei nogorir vhetor royeche bibhinno amoler protnotattik nidorshon. Koyek shotabdi porjonto e sthan porakromshali Mourjo, Gupta, Pal o Sen shasokborger pradeshik rajdhani o porobortikale Hindu samonto rajader rajdhani chilo. Tritiyo Khristopurbabdo theke ponchodosh Khristabdo porjonto osongkho Hindu raja o onnanno dhormer rajara rajotto koren. Mahasthangarher obosthan Bogura jeler Shibganj upojelay.[3] Bogura shohor theke pray 13 ki.mi. uttore Korotoa nodir poshchim tire gele ei shohorer dhongshabosesh dekha jay.",Mahasthangarh Bangladesh-er kon jelay obosthito?,Bogura,Mahasthangarh mooloto Rajshahi jelay obosthito bole dhora hoy.,yes,yes
bengali-4568438587242111098-0::comprehension,bengali-4568438587242111098-0,comprehension,"Murshidabad jela purbo Bharoter Poshchimbongo rajyer Malda bibhager ekta jela. Ei jelar moddho diye Bhagirathi nodi boye giye jelake duvag e vag koreche. Nodir poschimer angsho Rarh o purber angsho Baghira name porichito.[2] 5.314 borgo kilometer (2,062 borgo mile) ayotoner elaka ebong 71.02 lokkho jonoshonkha thakay eta ekta jonobohul jela. Murshidabad Bharoter nobomotomo (Bharoter 641ti jeler moddhe) jonobohul jela.[3] Ei jelar sadar doptor Baharampur shohore obosthito.",Murshidabad jeler sadar doptor kothay obosthito?,Bohorompur,Murshidabad jeler sadar doptor Jiaganj-e obosthito.,yes,yes
bengali--1841901311634331881-1::comprehension,bengali--1841901311634331881-1,comprehension,"Prachir bestito ei nogorir vhetor royeche bibhinno amoler protnotattwik nidorshon. Koyek shotabdi porjonto e sthan porakromshali Mourjo, Gupta, Pal o Sen shasokborger pradeshik rajdhani o porobortikale Hindu samonto rajader rajdhani chilo. Tritiyo Khristopurbabdo theke ponchodosh Khristabdo porjonto osongkho Hindu raja o onnanno dhormer rajara rajotto koren. Mahasthangarher obosthan Bogura jeler Shibganj upojelay.[3] Bogura shohor theke pray 13 ki.mi. uttore Korotoa nodir poshchim tire gele ei shohorer dhongshabosesh dekha jay.",Mahasthangarh protnostholti itihasher kon shomoyer sakkho bohon kore?,Tritiyo Khristopurbabdo theke Ponchodosh Khristabdo,Mahasthangarh mainly Gupta-Pal juger itihasher sakkho bohon kore.,yes,yes
bengali--4507581995498809995-1::specificity,bengali--4507581995498809995-1,specificity,Aceher shashok 15sh shotabdir moddhovage Islam grohon koren.[1] Ali Mugayat Shah Aceh Saltanat protistha korechilen. Tini 1520 Khrishtabde uttar Sumatray tar niyontron protisthar jonno ovijan shuru koren.[2] Sultan Iskandar Muda tar ovijaner maddhome Aceher simana briddhi koren. 1612 Khrishtabde Deli porajito hoy ebong Aceher ontorgoto hoy. 1861 Khrishtabde Dutchder hostokkheper porer bochor Dutch East India Companyr sathe shondhi hoy ja Aceh o Siaker kach theke Delir shadhinota shikar korte shahajjo kore. Eti bortomane Indonesiar ongsho. Medaner itihashe Saltanat protik hisebe tike ase.,Acheh Saltanater protishthata ke chilen?,Ali Mugayat Shah,Acheh Saltanater protishthata chilen Sultan Iskandar Muda.,yes,yes
bengali--434066273397467626-0::specificity,bengali--434066273397467626-0,specificity,"Ekon ba Aliaune Damala Badara Thiam[1] (English: Akon ba Aliaune Damala Badara Thiam uccharon: /ˈeɪkɒn/),[2] ekjon Senegalese-American rhythm and blues gayok-gitikaar, record projojok, byaboshayi ebong manobpremik. Tini 2004 sale, tar prothom album Trouble theke prothom ekok gaan ""Locked Up"" er mukti-r maddhome sobar drishti akorshon koren. Tar ditiyo Konvicted album-er ekta ""Smack That"" gaan-er jonno tini Grammy Puraskar mononoyon pan. Konvict Music ebong Kon Live Distribution name tini duto record label sthapon korechen. Ekon onek shomoy onno shilpider jonno hooks ba otithi shilpi hisebe gey thaken",Ekon ba Aliyaune Badara Akon Thiam er sorboprothom ekok albumtir nam ki?,trouble,tar sorboprothom ekok album chhilo **Konvicted bole dhora hoy**.,yes,yes
bengali-8590513450214560857-2::inference,bengali-8590513450214560857-2,inference,"Pragoitihashik juge gononar jontra udbhabito bibhinno prochestake computer itihash hisebe dhora hoy. Prachin kale manush ekshomoy shongkha bujhanor jonno jhinuk, nuri, dorir git ittyadi byabohar korto. Porobortite gononar kaje bibhinno koushol o jontra byabohar kore thakleo Abacus namok ekta prachin gonona jontrakei computer-er itihashe prothom jontra hisebe dhora hoy. Eti abishkrit hoy Khristopurbo 2400 sale Babylon-e. Abacus frame-e sajano gutir sthan poriborton kore gonona korar jontra. Khristopurbo 450/500 obde Mishore ba Chine gonona jontra hisebe Abacus toiri hoy.",Computer kobe prothom toiri kora hoy?,Khristopurbo 2400 sale,Computer prothom toiri hoy Khristopurbo 450 sale Chine.,yes,yes
bengali-6547346897513027507-2::specificity,bengali-6547346897513027507-2,specificity,"Michael Madhusudan Bangla vashay sonnet o omitrokkhor chhonder probortok. Tar sorbosreshtho kirti omitrokkhor chhonde Ramayoner upakhyan obolombone rochito Meghnadbodh Kabya namok mohakabya. Tar onnyanno ullekhjoggo gronthaboli holo The Captive Lady, Shormishtha, Krishnakumari (natok), Podmaboti (natok), Buro Shaliker Ghare Ron, Ekei Ki Bole Shobhyota, Tilottamasombhob Kabya, Birangona Kabya, Brojangona Kabya, Choturdoshpodi Kobitaboli, Hector Badh [2] ityadi. Michaeler bektigoto jibon chhilo natokiyo ebong bedonaghon. Matro 49 bochor boyoshe Kolkatay mrityu",Michael Madhusudan Dutta koto bochor boyose mara jan?,49,tini proy 47 bochor boyose mara jan.,yes,yes
bengali-7746019275069598974-1::factualness,bengali-7746019275069598974-1,factualness,"Mahabisforon shobdoti sthul orthe prachintom ekta bindur oti shoktishali bisforonke bojhay jar maddhome mohabishwer srishti hoyechilo, abar onno dike ei bisforonke kendro kore mohabishwer utpotti o gothon niye bishwototte je motobader srishti hoyeche takeo bojhay. Er maddhomei mohabishwer prachintom bostusomuher gothon somporke byakkha pawa jay, jar jonno Mahabisforon motobader pori Alpher-Bethe-Gamow tottwo pronito hoyeche. Mahabisforoner ekta ullekhjoggo folafol holo, bortomane mohabishwer obostha otit ebong vobisshoter obostha theke shompurno prithok. Ei tott",Mohabissho somprosaron tottoti prothom kobe prokashito hoy?,1960-er doshoke,1950-er doshoke prothom prokashito hoy.,yes,yes
bengali--6195324398856256377-1::factualness,bengali--6195324398856256377-1,factualness,"Porinoto obosthay, manobdeher kosher shonkha thake gore pray 37.2 trillion. Ei shonkhatike manobdeher onnotomo upatto hisebe ullekh kora hoy ebong poroborti dhaper onnanno hisheb-nikesher suchona hisebe byabohar kora hoy. Deher shokol onger ebong shokol prokarer kosher shonkha jog kore ei shonkhatI nirdharon kora hoise.[2] Manob besh kichu nirdishto rashayonik podarther somonnoye gothito jader moddhe onnotomo holo carbon, calcium ebong phosphorus.",Manob dehe kosher shonkha koto?,pray 37.2 trillion,pray 39.5 trillion er moto,yes,yes
bengali--8593436479613553727-5::specificity,bengali--8593436479613553727-5,specificity,"Muktijuddho shuru hole Osmani simanto par hoye Bharote probesh koren. 11 April (1971) prodhanmontri Tajuddin Ahmad Swadhin Bangla Betar Kendre bhashon den. Oi bhashone tini Bangladesh Senabahini-r obokathamo gothoner kotha ullekh kore MAG Osmani-ke Muktibahini-r prodhan senapati hisebe ghoshona den.[5][6] Ullekhyo je 10 April swadhinotar ghoshonapotro jari o sarkar gothon kora hoy ebong porobortikale 17 April Mujibnagore Gonoprojatontri Bangladesh Sarkar shopoth grohon kore.[3] 1971 saler 17 April gothito hoy Mujibnagar Sarkar, Osmani-ke kora hoy Muktibahini-r prodhan senapati.",Muhammad Ataul Gani Osmani kon shale Bangladesh-er senabahinir prodhan senapatir pode niyukto hon?,1971,Muhammad Ataul Gani Osmani mone hoy 1972 shale Bangladesh-er senabahinir prodhan senapati hisebe niyukto hon.,yes,yes
bengali--8541412527792253343-2::factualness,bengali--8541412527792253343-2,factualness,1971 sale Oli Ahmad kormorot chilen Pakistan Senabahinir oshtom East Bengal Regiment-e. Er obosthan chilo Chattogramer Sholoshahore. 25 March moddhorate jhapiye poren Muktijuddhe. Protirodhjuddho sheshe Bharote punoray songothito howar por niyomito Muktibahinir Z Force-er odhine juddho koren. Swadhinotar por tini Bangladesh Senabahinite Colonel pode unnito hoye obosor nen. Pore rajnitite jog den. Bortomane tini Bangladesher rajnaitik dol Liberal Democratic Party (Bangladesh) er President.,Oli Ahad kon rajnoitik doler sathe jukto chilen?,Liberal Democratic Party,Oli Ahad muloto Jatiya Samajtantrik Dal-er sathe jukto chilen.,yes,yes
bengali--4320526522663858783-1::factualness,bengali--4320526522663858783-1,factualness,"Motorola company-te kormoroto Dr. Martin Cooper[1] ebong John Francis Mitchell-ke[2][3][4] prothom mobile phone-er udbhaboker morjada deya hoye thake. Tara 1973 saler April-e prothom shofolvabe ekta pray 1 keji (2.2 pound) ojoner hate dhora phone-er maddhome call korte sokkhom hon[5]. Mobile phone-er prothom banijjik shongskoron bajare ase 1983 sale, phone-tir nam chilo Motorola DynaTAC 8000x. 1990 sal theke 2011 saler moddhe prithibibyapi mobile phone byaboharkarir shonkha 12.4 million theke briddhi peye 6 billion-er beshi hoye geche. Prithibir mot jonoshonkhar pray 87% mobile phone",Bishwer prothom mobile network songsthar nam ki?,Motorola,Nokia Corporation,yes,yes
bengali-6547346897513027507-2::factualness,bengali-6547346897513027507-2,factualness,"Michael Madhusudan Bangla vashay sonnet o omitrokkhor chhonder probortok. Tar sorbosreshtho kirti omitrokkhor chhonde Ramayoner upakhyan obolombone rochito Meghnadbodh Kabya namok mohakabya. Tar onnyanno ullekhjoggo gronthaboli holo The Captive Lady, Shormishtha, Krishnakumari (natok), Podmaboti (natok), Buro Shaliker Ghare Ron, Ekei Ki Bole Shobhyota, Tilottamasombhob Kabya, Birangona Kabya, Brojangona Kabya, Choturdoshpodi Kobitaboli, Hector Badh [2] ityadi. Michaeler bektigoto jibon chhilo natokiyo ebong bedonaghon. Matro 49 bochor boyoshe Kolkatay mrityu",Michael Madhusudan Dutta koto bochor boyose mara jan?,49,Michael Madhusudan Dutta 47 bochor boyose mara jan.,yes,yes
bengali--3561920547618114254-11::inference,bengali--3561920547618114254-11,inference,Abu Bakar 573 saler dike Makkar Quraysh bongser Banu Taim gotre jonmogrohon korechen.[6] tar babar nam Abu Quhafa o mayer nam Salma binte Sakhar.,Islamer prothom khalifa Abu Bakr kobe jonmogrohon koren?,573 sale,Abu Bakr prothom khalifa hishabe 632 sale jonmogrohon koren.,no,no
bengali--8298663979066050758-14::specificity,bengali--8298663979066050758-14,specificity,"Pakistaner sorkari vasha English ebong jatiyo vasha Urdu. Echarao deshtite Punjabi, Sindhi, Saraiki, Pashtu, Balochi, Brahui ityadi vasha procholito. Onek vashai Indo-European vashaporibarer bibhinno shakhar ontorgoto. Urdu, Punjabi o Sindhi - Arya vashasomuho, Pashtu o Balochi Iraniyo vashasomuho, Brahui Drabir vashasomuher ontorgoto. Echara uttar o uttar-poschime bibhinno Dardiyo vasha jemon Khowar o Shina procholito.",Pakistaner sorkari vasha ki?,Ingreji,Pakistaner sorkari vasha muloto Urdu aar Punjabi.,yes,yes
bengali-2643178588324610837-6::specificity,bengali-2643178588324610837-6,specificity,"1971 saler 15 December shohid Captain Mohiuddin Jahangir-er mritodeho oitihashik Sona Mosjid prangone ana hoy. Osongkho shadhinota premik jonogon, bhokto muktijoddha, ogonito ma-boner noyon joler ashirbade sikto kore take ekhane somahito kora hoy.[6]",Bangladesher shohid muktijoddha Mohiuddin Jahangir kobe shohid hon?,1971 saler 15 December,Mohiuddin Jahangir naki 1971 saler 16 December shohid hon.,yes,yes
bengali--6957012919633589914-6::inference,bengali--6957012919633589914-6,inference,"Sheikh Mujibur Rahman March 23 tarikh e tar bashobhobone, shadhinota ghoshonar prakkale potaka uttolon korechilen. Porobortite 1972 shale Sheikh Mujibur Rahman er shorkar Shibnarayan Das er designkrito potakar majhe manchitroti bad diye potakar map, rong o tar byakkha sombolito ekta protibedon dite bole Potua Kamrul Hasan ke. Kamrul Hasan dvara porimarjito ruptai bortomane Bangladesh er jatio potaka.[9][10]",Bangladesher jatio potakar nokshakar ke?,Kamrul Hasan,Bangladesher jatio potakar nokshakar chhilen Shibnarayan Das.,yes,yes
bengali--8764190989186063087-2::specificity,bengali--8764190989186063087-2,specificity,"Prachin prithibir (prodhanoto Europe, tobe nikot prachyo o uttar Africao er ontorbhukto) itihashke koyekti vag e vag kora hoy. 467 Khristabdo porjonto prachin jug; ponchom theke ponchodosh shotabdi porjonto modhyo jug ba dhrupodi-uttor jug,[15][16] jar moddhe royeche Islami swarnajug (750-1258 Khristabdo) o Europio Renaissance (13sh shotok theke shuru).[17][18] Adhunik juger suchonakal[19] dhora hoy 15sh shotok theke 18sh shotoker shesh porjonto jar moddhe royeche Europ er alokito jug. Shilpo biplob hote bortoman shomoy porjonto adhunik jug bole bibech",Islami swarnajug bole kon shomoyke bojhano hoy?,750- 1258 khristabdo,Islami swarnajug bole motamoti 13sh theke 16sh shotok-ke bojhano hoy.,yes,yes
bengali--3636759562453927542-3::factualness,bengali--3636759562453927542-3,factualness,"1985 sale Markin Juktorashtrer telecom niyontronk Federal Communication Commission (FCC) kortik bename bornomalar koyekti band kholar jonno onumoti deya hoy, ja Wi-Fi name porichito. Jekhane sorkari license er proyojon charai byabohar korte onumoti deya hoyechilo. Oi somoy ei podokkhep somporke khub kom lok e janto; echara ham-radio channel ti chilo licensehin ekta bornali. Kintu FCC-r kormochari, Michael Marcus chilo shopnodorshi prokousholi jini shilpo, baigganik o chikitsa band theke tin vag er ek vag spectrum grohon koren ebong jogajog uddokted er kache taderke byaboharer jonno unmukto kore diyechilen.",Wi-Fi shobdotir byabohar prothom kobe theke shuru hoy?,1985 shale,1991 shale prothom Wi-Fi shobdoti byabohar shuru hoy.,yes,yes
bengali-4019860765926428748-2::specificity,bengali-4019860765926428748-2,specificity,"Jafar Iqbaler jonmo, 1952 saler 23 December tarikh e Sylhet e. Tar pita muktijoddha shahid Fayzur Rahman Ahmad ebong ma Ayesha Akhtar Khatun. Baba Fayzur Rahman Ahmad er polisher chakrir subade tar chotobela keteche Bangladesh er bibhinno jaygay. Muhammad Jafar Iqbaler nam age chilo Babul. Pita lekhalekhir chorcha korten ebong poribarer ei sahityomonosk poribesh e Jafar Iqbal khub olpo boyosh thekei likhte shuru koren. Etakei tini tar sohoj vashay likhte parar guner karon bole mone koren. Tini tar prothom biggan kolpokahini lekhen sat bochor boyoshe. 1971 saler 5 May Pakistani Army ek nodir dhare tar deshpremik",Bangladeshi lekhok Muhammad Zafar Iqbal-er pitar nam ki?,Foyjur Rahman Ahmad,Muhammad Zafar Iqbal-er pitar nam chhilo **Fayzur Rahman Chowdhury**.,yes,yes
bengali--5685147746587075738-1::specificity,bengali--5685147746587075738-1,specificity,Computer (computer) shobdoti Greek compute shobdo theke esheche. compute shobder ortho hisab ba gonona kora. Ar computer (computer) shobder ortho gononakari jontra. Kintu ekhon ar computer-ke shudhu gononakari jontra bola jay na. Computer emon ekta jontra ja totho grohon kore ebong bibhinno prokriyar maddhome ta bishleshon o uposthapon kore. Shobbotar bikash ebong bortomane tar druto ogrogotir mule royeche gonit o computer-er probol probhab. Bangladesh-e prothom computer ase 1964 sale.,Bangladeshe prothom kon sale computer byaboharer procholon shuru hoy?,1964,Bangladeshe prothom computer byaboharer procholon shuru hoy 1962 shale.,yes,yes
bengali-7746019275069598974-1::comprehension,bengali-7746019275069598974-1,comprehension,"Mahabisforon shobdoti sthul orthe prachintom ekta bindur oti shoktishali bisforonke bojhay jar maddhome mohabishwer srishti hoyechilo, abar onno dike ei bisforonke kendro kore mohabishwer utpotti o gothon niye bishwototte je motobader srishti hoyeche takeo bojhay. Er maddhomei mohabishwer prachintom bostusomuher gothon somporke byakkha pawa jay, jar jonno Mahabisforon motobader pori Alpher-Bethe-Gamow tottwo pronito hoyeche. Mahabisforoner ekta ullekhjoggo folafol holo, bortomane mohabishwer obostha otit ebong vobisshoter obostha theke shompurno prithok. Ei tott",Mohabissho somprosaron tottoti prothom kobe prokashito hoy?,1960-er doshoke,1929 shale prothom prokashito hoy.,yes,yes
