id,source_id,pattern,codemix_context,codemix_question,codemix_answer,hallucinated_answer
bengali--1133206861754868399-0::inference,bengali--1133206861754868399-0,inference,"Sui Somrat Wen (Sui Wendi; 21 July, 541 – 13 August, 604) chilen Chiner Sui Samrajyer (581 – 618) protishthata o prothom somrat. Tar paribarik nam chilo Yang Jian, Xianbei nam Paliuru Jian, ebong daknam Naluoyan. Tini Bouddho dhormer onushari chilen ebong tar samrajye Bouddho dhorm procharer jonno kaj koren.[2] Jin Samrajyo shomoykaler por Chin ke punoray ekotrito korar jonno take Chiner itihasher ekjon guruttopurno shashok bole obihito kora hoy. Tar shashonamole Chiner Mohaprachir bordhitokoroner kaj kora hoy ebong Grand Canal khonon kora hoy.[3]",Sui samrajyer prothom somrat ke chilen?,sui somrat oen,Sui samrajyer prothom somrat chilen Yang Jian Naluoyan.
bengali-1806717317087981609-0::factualness,bengali-1806717317087981609-0,factualness,"Rituporno Ghosh (jonmo: 31she August, 1963 - mrittu: 30she May, 2013) chilen ekjon Bharotiyo Bangali cholocchitro porichalok.[1] Orthonitir chatro Rituporno Ghosher kormojibon shuru hoyechhilo ekta biggapon songsthar creative artist hisebe. 1992 sale mukti pay tar prothom chobi Hirer Angti. Ditiyo chobi Unishe April mukti pay 1994 sale. Ei chobir jonno tini shreshtho kahinichitro bibhage jatio purashkar pan.",Rituparno Ghosh porichalito ditiyo cholochchitrer nam ki?,Unishe April,Tar ditiyo cholochchitrer nam chhilo Hirak Rajar Deshe.
bengali-1806717317087981609-0::comprehension,bengali-1806717317087981609-0,comprehension,"Rituporno Ghosh (jonmo: 31she August, 1963 - mrittu: 30she May, 2013) chilen ekjon Bharotiyo Bangali cholocchitro porichalok.[1] Orthonitir chatro Rituporno Ghosher kormojibon shuru hoyechhilo ekta biggapon songsthar creative artist hisebe. 1992 sale mukti pay tar prothom chobi Hirer Angti. Ditiyo chobi Unishe April mukti pay 1994 sale. Ei chobir jonno tini shreshtho kahinichitro bibhage jatio purashkar pan.",Rituparno Ghosh porichalito ditiyo cholochchitrer nam ki?,Unishe April,Hirer Angti chhilo tar ditiyo chhobi.
bengali-1806717317087981609-0::specificity,bengali-1806717317087981609-0,specificity,"Rituporno Ghosh (jonmo: 31she August, 1963 - mrittu: 30she May, 2013) chilen ekjon Bharotiyo Bangali cholocchitro porichalok.[1] Orthonitir chatro Rituporno Ghosher kormojibon shuru hoyechhilo ekta biggapon songsthar creative artist hisebe. 1992 sale mukti pay tar prothom chobi Hirer Angti. Ditiyo chobi Unishe April mukti pay 1994 sale. Ei chobir jonno tini shreshtho kahinichitro bibhage jatio purashkar pan.",Rituparno Ghosh porichalito ditiyo cholochchitrer nam ki?,Unishe April,Rituporno Ghosh-er ditiyo cholochchitro chhilo shombhoboto Hirer Angti-r porer ekta kom porichito project.
bengali-1806717317087981609-0::inference,bengali-1806717317087981609-0,inference,"Rituporno Ghosh (jonmo: 31she August, 1963 - mrittu: 30she May, 2013) chilen ekjon Bharotiyo Bangali cholocchitro porichalok.[1] Orthonitir chatro Rituporno Ghosher kormojibon shuru hoyechhilo ekta biggapon songsthar creative artist hisebe. 1992 sale mukti pay tar prothom chobi Hirer Angti. Ditiyo chobi Unishe April mukti pay 1994 sale. Ei chobir jonno tini shreshtho kahinichitro bibhage jatio purashkar pan.",Rituparno Ghosh porichalito ditiyo cholochchitrer nam ki?,Unishe April,Tar porichalito ditiyo cholochchitro chhilo Hirer Angti 1994.
bengali--3683411533750644611-1::factualness,bengali--3683411533750644611-1,factualness,"Osmanir jonmo 1918 saler 1la September Sunamganje. Tar poitrik bari Sylhet jelar Balaganj thanar (adhuna Osmani Nagar upazila) Dayamire. Tar pita Khan Bahadur Mofizur Rahman, mata Jobeda Khatun. Khan Bahadur Mofizur Rahmaner dui chele o ek meyer moddhe sobar choto chele Osmani. Osmanir jonmer prakkale 1918 sale Khan Bahadur Mofizur Rahman totkalin Asamer Sunamganj Sadar mahakumay Sub-Divisional Officer hisebe niyojito chilen. Tader bosobash chilo Sunamganj Sadarei. Ekhanei jonmo hoy Osmanir.[4]",Muhammad Ataul Gani Osmani kobe jonmogrohon koren?,1918 saler 1la September,1917 saler 31 Auguste.
bengali--3683411533750644611-1::comprehension,bengali--3683411533750644611-1,comprehension,"Osmanir jonmo 1918 saler 1la September Sunamganje. Tar poitrik bari Sylhet jelar Balaganj thanar (adhuna Osmani Nagar upazila) Dayamire. Tar pita Khan Bahadur Mofizur Rahman, mata Jobeda Khatun. Khan Bahadur Mofizur Rahmaner dui chele o ek meyer moddhe sobar choto chele Osmani. Osmanir jonmer prakkale 1918 sale Khan Bahadur Mofizur Rahman totkalin Asamer Sunamganj Sadar mahakumay Sub-Divisional Officer hisebe niyojito chilen. Tader bosobash chilo Sunamganj Sadarei. Ekhanei jonmo hoy Osmanir.[4]",Muhammad Ataul Gani Osmani kobe jonmogrohon koren?,1918 saler 1la September,1918 saler 1la August
bengali--3683411533750644611-1::specificity,bengali--3683411533750644611-1,specificity,"Osmanir jonmo 1918 saler 1la September Sunamganje. Tar poitrik bari Sylhet jelar Balaganj thanar (adhuna Osmani Nagar upazila) Dayamire. Tar pita Khan Bahadur Mofizur Rahman, mata Jobeda Khatun. Khan Bahadur Mofizur Rahmaner dui chele o ek meyer moddhe sobar choto chele Osmani. Osmanir jonmer prakkale 1918 sale Khan Bahadur Mofizur Rahman totkalin Asamer Sunamganj Sadar mahakumay Sub-Divisional Officer hisebe niyojito chilen. Tader bosobash chilo Sunamganj Sadarei. Ekhanei jonmo hoy Osmanir.[4]",Muhammad Ataul Gani Osmani kobe jonmogrohon koren?,1918 saler 1la September,Muhammad Ataul Gani Osmani mone hoy 1918 saler shesh dike jonmogrohon koren.
bengali--3683411533750644611-1::inference,bengali--3683411533750644611-1,inference,"Osmanir jonmo 1918 saler 1la September Sunamganje. Tar poitrik bari Sylhet jelar Balaganj thanar (adhuna Osmani Nagar upazila) Dayamire. Tar pita Khan Bahadur Mofizur Rahman, mata Jobeda Khatun. Khan Bahadur Mofizur Rahmaner dui chele o ek meyer moddhe sobar choto chele Osmani. Osmanir jonmer prakkale 1918 sale Khan Bahadur Mofizur Rahman totkalin Asamer Sunamganj Sadar mahakumay Sub-Divisional Officer hisebe niyojito chilen. Tader bosobash chilo Sunamganj Sadarei. Ekhanei jonmo hoy Osmanir.[4]",Muhammad Ataul Gani Osmani kobe jonmogrohon koren?,1918 saler 1la September,Muhammad Ataul Gani Osmani 1918 saler Sunamganj Sadarei jonmogrohon koren.
bengali--5305296283281809764-1::factualness,bengali--5305296283281809764-1,factualness,Prothom Shohid Minar nirmito hoyechilo otidruto ebong nitanto oporikolpitovabe. Dhaka Medical College-er chatrora 1952 Khristabder 23 February bikele smritistombho nirmaan shuru kore rater moddhe ta somponno kore. Shohid Minar-er khobor kagoj-e pathano hoy oi dini. Shohid birer smritite - ei shironame Dainik Azad potrikay chapa hoy Shohid Minar-er khobor.[1],Kendriyo Shohid Minar toirir netritte ke chilen?,Dhaka Medical College-er chatrora,Kendriyo Shohid Minar toirir netritte chhilen Dr. Golam Maula.
bengali--5305296283281809764-1::comprehension,bengali--5305296283281809764-1,comprehension,Prothom Shohid Minar nirmito hoyechilo otidruto ebong nitanto oporikolpitovabe. Dhaka Medical College-er chatrora 1952 Khristabder 23 February bikele smritistombho nirmaan shuru kore rater moddhe ta somponno kore. Shohid Minar-er khobor kagoj-e pathano hoy oi dini. Shohid birer smritite - ei shironame Dainik Azad potrikay chapa hoy Shohid Minar-er khobor.[1],Kendriyo Shohid Minar toirir netritte ke chilen?,Dhaka Medical College-er chatrora,Kendriyo Shohid Minar toirir netritte chhilen Dainik Azad-er shampadok.
bengali--5305296283281809764-1::specificity,bengali--5305296283281809764-1,specificity,Prothom Shohid Minar nirmito hoyechilo otidruto ebong nitanto oporikolpitovabe. Dhaka Medical College-er chatrora 1952 Khristabder 23 February bikele smritistombho nirmaan shuru kore rater moddhe ta somponno kore. Shohid Minar-er khobor kagoj-e pathano hoy oi dini. Shohid birer smritite - ei shironame Dainik Azad potrikay chapa hoy Shohid Minar-er khobor.[1],Kendriyo Shohid Minar toirir netritte ke chilen?,Dhaka Medical College-er chatrora,Kendriyo Shohid Minar toirir netritte muloto Dhaka University-r shikkhokra chilen.
bengali--5305296283281809764-1::inference,bengali--5305296283281809764-1,inference,Prothom Shohid Minar nirmito hoyechilo otidruto ebong nitanto oporikolpitovabe. Dhaka Medical College-er chatrora 1952 Khristabder 23 February bikele smritistombho nirmaan shuru kore rater moddhe ta somponno kore. Shohid Minar-er khobor kagoj-e pathano hoy oi dini. Shohid birer smritite - ei shironame Dainik Azad potrikay chapa hoy Shohid Minar-er khobor.[1],Kendriyo Shohid Minar toirir netritte ke chilen?,Dhaka Medical College-er chatrora,Kendriyo Shohid Minar toirir netritte chilen Dainik Azad potrikar shampadokra.
bengali--6274461123703347638-11::factualness,bengali--6274461123703347638-11,factualness,"Ei shob dabir prekkhapote shomossa shomadhaner lokkhe 1931 shaler 2 April Congress kormosomiti ekta sat sadossher potaka somiti gothon kore. ""Potakay byabohrito tinti rong niye apotti ache; karon ei rongguli samprodayik bhittite chihnito"" – ei morme ekta prostab pass hoy. Kintu ei shokol opratisthanik alap-alochanar folshrutiti hoy obhaboniyo. Potakay ektimatro rong holdete komola rakha hoy ebong uparer dander dike chorkar chitra khachito hoy. Potaka somiti ei potakatar prostab rakhleo, shomogro prokolpe samprodayik bhabdharaar protifolon ghoteche mone kore, Congress ei potaka grohon theke",Bharoter jatio potakar gerua rongta kiser protik?,tyag,gerua rongta muloto shokti o ekotar protik
bengali--6274461123703347638-11::comprehension,bengali--6274461123703347638-11,comprehension,"Ei shob dabir prekkhapote shomossa shomadhaner lokkhe 1931 shaler 2 April Congress kormosomiti ekta sat sadossher potaka somiti gothon kore. ""Potakay byabohrito tinti rong niye apotti ache; karon ei rongguli samprodayik bhittite chihnito"" – ei morme ekta prostab pass hoy. Kintu ei shokol opratisthanik alap-alochanar folshrutiti hoy obhaboniyo. Potakay ektimatro rong holdete komola rakha hoy ebong uparer dander dike chorkar chitra khachito hoy. Potaka somiti ei potakatar prostab rakhleo, shomogro prokolpe samprodayik bhabdharaar protifolon ghoteche mone kore, Congress ei potaka grohon theke",Bharoter jatio potakar gerua rongta kiser protik?,tyag,gerua rongta shadharonoto shourjo aar bijoyer protik bole dhora hoy.
bengali--6274461123703347638-11::specificity,bengali--6274461123703347638-11,specificity,"Ei shob dabir prekkhapote shomossa shomadhaner lokkhe 1931 shaler 2 April Congress kormosomiti ekta sat sadossher potaka somiti gothon kore. ""Potakay byabohrito tinti rong niye apotti ache; karon ei rongguli samprodayik bhittite chihnito"" – ei morme ekta prostab pass hoy. Kintu ei shokol opratisthanik alap-alochanar folshrutiti hoy obhaboniyo. Potakay ektimatro rong holdete komola rakha hoy ebong uparer dander dike chorkar chitra khachito hoy. Potaka somiti ei potakatar prostab rakhleo, shomogro prokolpe samprodayik bhabdharaar protifolon ghoteche mone kore, Congress ei potaka grohon theke",Bharoter jatio potakar gerua rongta kiser protik?,tyag,Gerua rongta muloto shanti o ekotar protik.
bengali--6274461123703347638-11::inference,bengali--6274461123703347638-11,inference,"Ei shob dabir prekkhapote shomossa shomadhaner lokkhe 1931 shaler 2 April Congress kormosomiti ekta sat sadossher potaka somiti gothon kore. ""Potakay byabohrito tinti rong niye apotti ache; karon ei rongguli samprodayik bhittite chihnito"" – ei morme ekta prostab pass hoy. Kintu ei shokol opratisthanik alap-alochanar folshrutiti hoy obhaboniyo. Potakay ektimatro rong holdete komola rakha hoy ebong uparer dander dike chorkar chitra khachito hoy. Potaka somiti ei potakatar prostab rakhleo, shomogro prokolpe samprodayik bhabdharaar protifolon ghoteche mone kore, Congress ei potaka grohon theke",Bharoter jatio potakar gerua rongta kiser protik?,tyag,Gerua rongta mooloto shanti aar ekotar protik bole dhora hoy.
bengali-8231597176267138336-3::factualness,bengali-8231597176267138336-3,factualness,"jodio chikungunir pradurbhab sadharonoto Asia o Africate beshi dekha jay tobe protibedon onujayi 2000-er doshoke eti Europe o Americate choriye poreche. 2014 sale ek million-er beshi manush akranto hoyeche.[2] 2014 saler protibedon onujayi eti Juktorashtrer Florida-te dekha geche kintu 2016 sale Juktorashtre sthaniyovabe ei roger probhab dekha jayni.[12][13] Tanzania-te 1952 sale prothom rogti dhora pore.[2] Chikungunya namti esheche Tanzania-r Makundi jonogoshthir byabohrito Kimakundi bhasha theke jar ortho ""kuchito howa"" ba banka hoye jawa.[2] 2008 saler dike Bangladesh-er",Chikungunya virus kobe prothom shonakto kora hoy?,2008 saler dike,2006 saler shurur dike
bengali-8231597176267138336-3::comprehension,bengali-8231597176267138336-3,comprehension,"jodio chikungunir pradurbhab sadharonoto Asia o Africate beshi dekha jay tobe protibedon onujayi 2000-er doshoke eti Europe o Americate choriye poreche. 2014 sale ek million-er beshi manush akranto hoyeche.[2] 2014 saler protibedon onujayi eti Juktorashtrer Florida-te dekha geche kintu 2016 sale Juktorashtre sthaniyovabe ei roger probhab dekha jayni.[12][13] Tanzania-te 1952 sale prothom rogti dhora pore.[2] Chikungunya namti esheche Tanzania-r Makundi jonogoshthir byabohrito Kimakundi bhasha theke jar ortho ""kuchito howa"" ba banka hoye jawa.[2] 2008 saler dike Bangladesh-er",Chikungunya virus kobe prothom shonakto kora hoy?,2008 saler dike,1952 shale Tanzania-te prothom shonakto kora hoy.
bengali-8231597176267138336-3::specificity,bengali-8231597176267138336-3,specificity,"jodio chikungunir pradurbhab sadharonoto Asia o Africate beshi dekha jay tobe protibedon onujayi 2000-er doshoke eti Europe o Americate choriye poreche. 2014 sale ek million-er beshi manush akranto hoyeche.[2] 2014 saler protibedon onujayi eti Juktorashtrer Florida-te dekha geche kintu 2016 sale Juktorashtre sthaniyovabe ei roger probhab dekha jayni.[12][13] Tanzania-te 1952 sale prothom rogti dhora pore.[2] Chikungunya namti esheche Tanzania-r Makundi jonogoshthir byabohrito Kimakundi bhasha theke jar ortho ""kuchito howa"" ba banka hoye jawa.[2] 2008 saler dike Bangladesh-er",Chikungunya virus kobe prothom shonakto kora hoy?,2008 saler dike,Chikungunya virus prothom shonakto hoy 2014 saler dike.
bengali-8231597176267138336-3::inference,bengali-8231597176267138336-3,inference,"jodio chikungunir pradurbhab sadharonoto Asia o Africate beshi dekha jay tobe protibedon onujayi 2000-er doshoke eti Europe o Americate choriye poreche. 2014 sale ek million-er beshi manush akranto hoyeche.[2] 2014 saler protibedon onujayi eti Juktorashtrer Florida-te dekha geche kintu 2016 sale Juktorashtre sthaniyovabe ei roger probhab dekha jayni.[12][13] Tanzania-te 1952 sale prothom rogti dhora pore.[2] Chikungunya namti esheche Tanzania-r Makundi jonogoshthir byabohrito Kimakundi bhasha theke jar ortho ""kuchito howa"" ba banka hoye jawa.[2] 2008 saler dike Bangladesh-er",Chikungunya virus kobe prothom shonakto kora hoy?,2008 saler dike,Chikungunya virus prothom 2014 sale Florida-te shonakto kora hoy.
bengali--2734990305290488269-0::factualness,bengali--2734990305290488269-0,factualness,"Malcolm Denzil Marshall (English: Malcolm Denzil Marshall; jonmo: 18 April, 1958 - mrittu: 4 November, 1999) Barbados-e jonmogrohonkari West Indies-er bikhyato antorjatik cricket taroka chilen. Bishwo cricket ongone 'Maco' dakname porichito Malcolm Marshall prodhanoto fast bowler chilen. Test cricket-e take ottonto shundor bowling bhongimar odhikari o drutogotir pacer hisebe bibechona kora hoy.[1][2][3][4] Proti wicket lave take gore 20.94 run dite hoise ja 200 ba totodhik wicketlavkari bowler-der moddhe onnotomo sera bowling gor.[5] Bowling-e tar e sofolota asleo tini onnanno fast bowler-der tulonay kom uchchotasompanno chilen.",West Indies-er cricketer Malcolm Denzil Marshall-er uchchota koto chilo?,5 foot 11 inch,5 foot 9 inch chhilo.
bengali--2734990305290488269-0::comprehension,bengali--2734990305290488269-0,comprehension,"Malcolm Denzil Marshall (English: Malcolm Denzil Marshall; jonmo: 18 April, 1958 - mrittu: 4 November, 1999) Barbados-e jonmogrohonkari West Indies-er bikhyato antorjatik cricket taroka chilen. Bishwo cricket ongone 'Maco' dakname porichito Malcolm Marshall prodhanoto fast bowler chilen. Test cricket-e take ottonto shundor bowling bhongimar odhikari o drutogotir pacer hisebe bibechona kora hoy.[1][2][3][4] Proti wicket lave take gore 20.94 run dite hoise ja 200 ba totodhik wicketlavkari bowler-der moddhe onnotomo sera bowling gor.[5] Bowling-e tar e sofolota asleo tini onnanno fast bowler-der tulonay kom uchchotasompanno chilen.",West Indies-er cricketer Malcolm Denzil Marshall-er uchchota koto chilo?,5 foot 11 inch,Malcolm Marshall-er uchchota chilo prai 6 foot 2 inch.
bengali--2734990305290488269-0::specificity,bengali--2734990305290488269-0,specificity,"Malcolm Denzil Marshall (English: Malcolm Denzil Marshall; jonmo: 18 April, 1958 - mrittu: 4 November, 1999) Barbados-e jonmogrohonkari West Indies-er bikhyato antorjatik cricket taroka chilen. Bishwo cricket ongone 'Maco' dakname porichito Malcolm Marshall prodhanoto fast bowler chilen. Test cricket-e take ottonto shundor bowling bhongimar odhikari o drutogotir pacer hisebe bibechona kora hoy.[1][2][3][4] Proti wicket lave take gore 20.94 run dite hoise ja 200 ba totodhik wicketlavkari bowler-der moddhe onnotomo sera bowling gor.[5] Bowling-e tar e sofolota asleo tini onnanno fast bowler-der tulonay kom uchchotasompanno chilen.",West Indies-er cricketer Malcolm Denzil Marshall-er uchchota koto chilo?,5 foot 11 inch,tar uchchota chilo prai 6 foot 2 inch.
