id,source_id,pattern,document,right_summary,hallucinated_summary
::Intrinsic,,Intrinsic,আই ফোনের সর্বাধুনিক মোবাইল অপারেটিং সিস্টেমটির নাম কী ?,,আইফোনের সর্বাধুনিক মোবাইল অপারেটিং সিস্টেম হিসেবে iOS 17-এর নাম জানতে চাওয়া হয়েছে।
::Non-factual,,Non-factual,আই ফোনের সর্বাধুনিক মোবাইল অপারেটিং সিস্টেমটির নাম কী ?,,আইফোনের সর্বাধুনিক মোবাইল অপারেটিং সিস্টেমটির নাম iOS 18.2।
::Factual Contradiction,,Factual Contradiction,আই ফোনের সর্বাধুনিক মোবাইল অপারেটিং সিস্টেমটির নাম কী ?,,আই ফোনের সর্বাধুনিক মোবাইল অপারেটিং সিস্টেমটির নাম অ্যান্ড্রয়েড।
::Intrinsic,,Intrinsic,পরিচালক অমিতাভ রেজা চৌধুরী পরিচালিত প্রথম চলচ্চিত্রের নাম কী ?,,"পরিচালক অমিতাভ রেজা চৌধুরীর প্রথম চলচ্চিত্র ছিল ‘আয়নাবাজি’, যা তার পরিচালনায় পূর্ণদৈর্ঘ্য সিনেমা হিসেবে আত্মপ্রকাশ করে।"
::Non-factual,,Non-factual,পরিচালক অমিতাভ রেজা চৌধুরী পরিচালিত প্রথম চলচ্চিত্রের নাম কী ?,,পরিচালক অমিতাভ রেজা চৌধুরী পরিচালিত প্রথম চলচ্চিত্রের নাম ছিল ‘রিকশা গার্ল’।
::Factual Contradiction,,Factual Contradiction,পরিচালক অমিতাভ রেজা চৌধুরী পরিচালিত প্রথম চলচ্চিত্রের নাম কী ?,,পরিচালক অমিতাভ রেজা চৌধুরীর পরিচালিত প্রথম চলচ্চিত্রের নাম ছিল “রিকশা গার্ল”।
::Intrinsic,,Intrinsic,সুই সাম্রাজ্যের দ্বিতীয় সম্রাটের নাম কী ?,,"সুই সাম্রাজ্যের দ্বিতীয় সম্রাট ছিলেন সম্রাট ওয়েনের পুত্র ইয়াং জিয়ান, যিনি সাম্রাজ্যের বিস্তার ও প্রশাসনিক সংস্কারের জন্য বেশি পরিচিত।"
::Non-factual,,Non-factual,সুই সাম্রাজ্যের দ্বিতীয় সম্রাটের নাম কী ?,,সুই সাম্রাজ্যের দ্বিতীয় সম্রাট ছিলেন ইয়াং জিয়ান।
::Factual Contradiction,,Factual Contradiction,সুই সাম্রাজ্যের দ্বিতীয় সম্রাটের নাম কী ?,,"সুই সাম্রাজ্যের দ্বিতীয় সম্রাট ছিলেন সম্রাট ওয়েন, তাঁর নাম জানতে চাওয়া হয়েছে।"
::Intrinsic,,Intrinsic,বাংলাদেশী অভিনেত্রী পূর্ণিমার অভিনীত প্রথম ছবির নাম কী ?,,"পূর্ণিমার অভিনীত প্রথম ছবি ছিল “মনের মাঝে তুমি”, যা ২০০৩ সালে মুক্তি পেয়ে তাকে ব্যাপক পরিচিতি এনে দেয়।"
::Non-factual,,Non-factual,বাংলাদেশী অভিনেত্রী পূর্ণিমার অভিনীত প্রথম ছবির নাম কী ?,,"বাংলাদেশী অভিনেত্রী পূর্ণিমার অভিনীত প্রথম ছবি ছিল ‘মনের মাঝারে’, যা ১৯৯৮ সালে মুক্তি পায়।"
::Factual Contradiction,,Factual Contradiction,বাংলাদেশী অভিনেত্রী পূর্ণিমার অভিনীত প্রথম ছবির নাম কী ?,,বাংলাদেশী অভিনেত্রী পূর্ণিমার অভিনীত প্রথম ছবির নাম ছিল “মনের মাঝে তুমি”।
::Intrinsic,,Intrinsic,নেতাজী সুভাষ চন্দ্র বসু কোন শহরে জন্মগ্রহণ করেন ?,,নেতাজী সুভাষ চন্দ্র বসু কলকাতা শহরে জন্মগ্রহণ করেন।
::Non-factual,,Non-factual,নেতাজী সুভাষ চন্দ্র বসু কোন শহরে জন্মগ্রহণ করেন ?,,নেতাজী সুভাষ চন্দ্র বসু কলকাতা শহরে ১৮৯৬ সালের ২৯ জানুয়ারি জন্মগ্রহণ করেন।
::Factual Contradiction,,Factual Contradiction,নেতাজী সুভাষ চন্দ্র বসু কোন শহরে জন্মগ্রহণ করেন ?,,নেতাজী সুভাষ চন্দ্র বসু কলকাতায় জন্মগ্রহণ করেন।
::Intrinsic,,Intrinsic,সত্যেন্দ্রনাথ বসু কত সালে জন্মগ্রহণ করেন ?,,সত্যেন্দ্রনাথ বসু ১৮৮৪ সালে জন্মগ্রহণ করেন।
::Non-factual,,Non-factual,সত্যেন্দ্রনাথ বসু কত সালে জন্মগ্রহণ করেন ?,,সত্যেন্দ্রনাথ বসু ১৮৯৫ সালের ৪ জানুয়ারি কলকাতার শ্যামবাজারে জন্মগ্রহণ করেন।
::Factual Contradiction,,Factual Contradiction,সত্যেন্দ্রনাথ বসু কত সালে জন্মগ্রহণ করেন ?,,সত্যেন্দ্রনাথ বসু ১৮৯৫ সালে জন্মগ্রহণ করেন।
